objectid,constituentid,displayorder,roletype,role,prefix,suffix,displaydate,beginyear,endyear,country,zipcode
46382,1479,2,artist,artist after,,,,,,,
46383,1479,2,artist,artist after,,,,,,,
69607,1966,1,artist,artist,,,,,,,
101877,1117,1,artist,artist,,,,,,,
101878,1117,1,artist,artist,,,,,,,
101879,1117,1,artist,artist,,,,,,,
101881,1117,1,artist,artist,,,,,,,
106997,1935,1,artist,artist,,,,,,,
110318,1219,1,artist,sculptor,,,,,,,
59145,1935,1,artist,artist,,,,,,,
33858,1818,2,artist,artist after,,,,,,,
39433,2594,1,artist,artist,,,,,,,
39439,5058,1,artist,artist,,,,,,,
69613,1966,1,artist,artist,,,,,,,
69616,1966,1,artist,artist,,,,,,,
69618,1966,1,artist,artist,,,,,,,
69619,1966,1,artist,artist,,,,,,,
69621,1966,1,artist,artist,,,,,,,
117436,1932,2,artist,artist after,,,,,,,
117440,1793,1,artist,artist,,,,,,,
32137,1219,1,artist,artist,,,,,,,
47899,1256,1,artist,artist,,,,,,,
57433,1219,1,artist,artist,,,,,,,
57436,1783,1,artist,artist,,,,,,,
69624,1966,1,artist,artist,,,,,,,
69625,1966,1,artist,artist,,,,,,,
69626,1966,1,artist,artist,,,,,,,
69627,1966,1,artist,artist,,,,,,,
69628,1966,1,artist,artist,,,,,,,
69631,1966,1,artist,artist,,,,,,,
69632,1966,1,artist,artist,,,,,,,
69633,1966,1,artist,artist,,,,,,,
69634,1966,1,artist,artist,,,,,,,
91222,1219,1,artist,painter,,,,,,,
101882,1117,1,artist,artist,,,,,,,
101883,1117,1,artist,artist,,,,,,,
101884,1117,1,artist,artist,,,,,,,
101886,1117,1,artist,artist,,,,,,,
101889,1117,1,artist,artist,,,,,,,
101895,1117,1,artist,artist,,,,,,,
39465,1783,1,artist,artist,,,,,,,
39469,1791,1,artist,artist,,,,,,,
7445,1353,1,artist,artist,,,,,,,
7445,1950,2,artist,artist after,,,,,,,
7450,1353,1,artist,artist,,,,,,,
7451,1353,1,artist,artist,,,,,,,
7453,1353,1,artist,artist,,,,,,,
7454,1353,1,artist,artist,,,,,,,
7455,1353,1,artist,artist,,,,,,,
7456,1353,1,artist,artist,,,,,,,
