objectid,element,dimensiontype,dimension,unitname
74256,overall,height,16.9,centimeters
74257,overall,width,22.8,centimeters
74257,overall,height,16.9,centimeters
74258,overall,width,22.8,centimeters
74258,overall,height,16.9,centimeters
74264,overall,width,22.1,centimeters
74264,overall,height,16.9,centimeters
74265,overall,width,29.4,centimeters
74265,overall,height,23.0,centimeters
74266,overall,width,29.4,centimeters
74266,overall,height,22.8,centimeters
74269,overall,width,16.1,centimeters
74269,overall,height,26.4,centimeters
74272,overall,width,11.0,centimeters
74272,overall,height,17.1,centimeters
74526,sheet,width,50.8,centimeters
74526,sheet,height,61.1,centimeters
74842,plate,width,21.0,centimeters
74842,plate,height,17.7,centimeters
74843,plate,width,17.5,centimeters
74843,plate,height,12.9,centimeters
74978,overall,width,45.7,centimeters
74978,overall,height,56.7,centimeters
75175,overall,height,24.7,centimeters
75469,plate,width,21.3,centimeters
75469,plate,height,27.4,centimeters
75815,overall,width,20.8,centimeters
75815,overall,height,26.9,centimeters
75857,overall,width,13.6,centimeters
75857,overall,height,21.5,centimeters
76291,overall,width,34.1,centimeters
76291,overall,height,25.3,centimeters
76935,overall size,width,298.4505969012,centimeters
76935,overall size,height,354.0132080264,centimeters
78740,overall,width,23.7,centimeters
78740,overall,height,17.7,centimeters
78817,plate,width,20.9,centimeters
78817,plate,height,17.7,centimeters
78818,plate,width,21.3,centimeters
78818,plate,height,27.5,centimeters
78824,plate,width,25.0,centimeters
78824,plate,height,18.9,centimeters
78825,plate,width,15.0,centimeters
78825,plate,height,11.0,centimeters
78827,plate,width,16.0,centimeters
78827,plate,height,20.7,centimeters
78831,plate,width,18.9,centimeters
78831,plate,height,24.5,centimeters
78836,plate,width,20.8,centimeters
78836,plate,height,27.9,centimeters
78840,plate,width,27.9,centimeters
78840,plate,height,21.4,centimeters
78842,plate,width,10.9,centimeters
78842,plate,height,16.4,centimeters
78843,plate,width,10.8,centimeters
78843,plate,height,16.8,centimeters
78844,plate,width,10.8,centimeters
78844,plate,height,17.1,centimeters
78845,plate,width,14.6,centimeters
78845,plate,height,20.6,centimeters
78846,plate,width,37.2,centimeters
78846,plate,height,34.2,centimeters
78852,sheet,width,27.2,centimeters
78852,sheet,height,24.1,centimeters
78854,sheet,width,35.5,centimeters
78854,sheet,height,26.5,centimeters
78855,overall,width,44.2,centimeters
78855,overall,height,31.0,centimeters
78858,sheet,width,35.6,centimeters
78858,sheet,height,26.8,centimeters
78859,image,width,36.1,centimeters
78859,image,height,42.5,centimeters
78862,image,width,32.9,centimeters
78862,image,height,46.3,centimeters
78865,plate,width,27.6,centimeters
78865,plate,height,37.3,centimeters
78867,plate,width,31.4,centimeters
78867,plate,height,41.5,centimeters
78868,plate,width,24.0,centimeters
78868,plate,height,33.0,centimeters
78869,plate,width,29.6,centimeters
78869,plate,height,36.6,centimeters
78873,overall,width,23.8,centimeters
78873,overall,height,32.1,centimeters
79166,sheet,width,34.0,centimeters
79166,sheet,height,46.9,centimeters
79180,image,width,20.2,centimeters
79180,image,height,13.4,centimeters
79252,page size,width,18.1,centimeters
79252,page size,height,24.6,centimeters
79253,plate,width,10.7,centimeters
79253,plate,height,16.6,centimeters
79255,plate,width,10.9,centimeters
79255,plate,height,16.8,centimeters
79256,plate,width,10.9,centimeters
79256,plate,height,16.8,centimeters
79257,plate,width,10.9,centimeters
79257,plate,height,16.6,centimeters
79260,plate,width,10.9,centimeters
79260,plate,height,16.8,centimeters
79262,plate,width,11.0,centimeters
79262,plate,height,16.4,centimeters
79263,plate,width,11.7,centimeters
79263,plate,height,17.2,centimeters
79266,plate,width,11.0,centimeters
79266,plate,height,16.7,centimeters
79269,plate,width,10.9,centimeters
79269,plate,height,16.8,centimeters
79270,plate,width,10.9,centimeters
79270,plate,height,16.7,centimeters
79271,plate,width,10.9,centimeters
79271,plate,height,16.8,centimeters
79273,plate,width,11.0,centimeters
79273,plate,height,16.8,centimeters
79274,plate,width,10.9,centimeters
79274,plate,height,16.5,centimeters
79276,plate,width,11.0,centimeters
79276,plate,height,16.7,centimeters
79280,plate,width,11.0,centimeters
79280,plate,height,16.6,centimeters
79281,plate,width,11.0,centimeters
79281,plate,height,16.7,centimeters
79283,plate,width,11.0,centimeters
79283,plate,height,16.5,centimeters
79287,plate,width,9.9,centimeters
79287,plate,height,13.7,centimeters
79290,plate,width,9.6,centimeters
79290,plate,height,14.6,centimeters
79295,plate,width,10.3,centimeters
79295,plate,height,15.2,centimeters
79298,overall,width,56.7,centimeters
79298,overall,height,37.9,centimeters
79370,plate,width,15.4,centimeters
79370,plate,height,21.5,centimeters
79371,plate,width,15.2,centimeters
79371,plate,height,21.8,centimeters
79405,sheet,width,17.9,centimeters
79405,sheet,height,24.1,centimeters
82276,overall,width,50.1,centimeters
82276,overall,height,19.0,centimeters
82701,overall,width,28.7,centimeters
82701,overall,height,22.2,centimeters
82702,plate,width,28.7,centimeters
82702,plate,height,22.2,centimeters
82704,plate,width,28.7,centimeters
82704,plate,height,22.0,centimeters
82705,plate,width,28.7,centimeters
82705,plate,height,22.1,centimeters
82706,plate,width,28.7,centimeters
82706,plate,height,22.0,centimeters
82708,plate,width,22.5,centimeters
82708,plate,height,28.7,centimeters
82709,plate,width,22.2,centimeters
82709,plate,height,28.7,centimeters
82710,plate,width,28.7,centimeters
82710,plate,height,22.1,centimeters
82711,plate,width,19.4,centimeters
82711,plate,height,29.0,centimeters
82712,plate,width,29.4,centimeters
82712,plate,height,22.7,centimeters
82716,plate,width,28.4,centimeters
82716,plate,height,20.0,centimeters
82718,plate,width,29.6,centimeters
82718,plate,height,22.7,centimeters
82721,plate,width,28.8,centimeters
82721,plate,height,21.6,centimeters
82722,plate,width,23.1,centimeters
82722,plate,height,28.8,centimeters
82723,plate,width,23.1,centimeters
82723,plate,height,29.0,centimeters
82727,plate,width,28.5,centimeters
82727,plate,height,22.0,centimeters
82731,plate,width,27.8,centimeters
82731,plate,height,21.1,centimeters
82732,plate,width,21.0,centimeters
82732,plate,height,27.8,centimeters
82738,plate,width,21.7,centimeters
82738,plate,height,27.8,centimeters
82740,plate,width,21.6,centimeters
82740,plate,height,27.8,centimeters
82743,plate,width,21.3,centimeters
82743,plate,height,27.9,centimeters
82749,plate,width,27.7,centimeters
82749,plate,height,21.5,centimeters
82750,plate,width,27.6,centimeters
82750,plate,height,21.3,centimeters
82753,plate,width,27.7,centimeters
82753,plate,height,21.1,centimeters
82754,plate,width,27.4,centimeters
82754,plate,height,20.9,centimeters
82755,plate,width,21.2,centimeters
82755,plate,height,27.8,centimeters
82758,plate,width,28.6,centimeters
82758,plate,height,22.1,centimeters
82759,plate,width,21.2,centimeters
82759,plate,height,27.4,centimeters
82760,plate,width,27.7,centimeters
82760,plate,height,21.0,centimeters
82761,plate,width,28.4,centimeters
82761,plate,height,21.8,centimeters
82766,plate,width,27.6,centimeters
82766,plate,height,21.8,centimeters
82768,plate,width,21.8,centimeters
82768,plate,height,27.6,centimeters
82769,plate,width,22.0,centimeters
82769,plate,height,27.7,centimeters
82770,plate,width,22.1,centimeters
82770,plate,height,27.7,centimeters
82773,plate,width,27.8,centimeters
82773,plate,height,22.1,centimeters
82774,plate,width,30.5,centimeters
82774,plate,height,21.2,centimeters
82776,plate,width,22.2,centimeters
82776,plate,height,27.7,centimeters
82777,plate,width,21.1,centimeters
82777,plate,height,27.7,centimeters
82778,plate,width,21.2,centimeters
82778,plate,height,27.5,centimeters
82779,plate,width,27.8,centimeters
82779,plate,height,23.6,centimeters
82780,plate,width,27.8,centimeters
82780,plate,height,21.1,centimeters
82781,plate,width,23.8,centimeters
82781,plate,height,27.8,centimeters
82782,plate,width,27.8,centimeters
82782,plate,height,22.8,centimeters
82787,plate,width,23.6,centimeters
82787,plate,height,27.6,centimeters
82788,plate,width,21.1,centimeters
82788,plate,height,27.9,centimeters
82791,plate,width,20.9,centimeters
82791,plate,height,27.7,centimeters
82794,plate,width,27.7,centimeters
82794,plate,height,21.1,centimeters
86073,sheet,width,23.1,centimeters
86073,sheet,height,30.1,centimeters
89678,overall,width,21.27,centimeters
89678,overall,height,19.37,centimeters
89683,overall,width,65.0,centimeters
89683,overall,height,81.5,centimeters
90087,overall,width,107.95,centimeters
90087,overall,height,229.87,centimeters
90726,plate,width,16.9,centimeters
90726,plate,height,22.5,centimeters
91222,overall,width,40.0,centimeters
91222,overall,height,31.75,centimeters
91589,overall,width,95.7,centimeters
91589,overall,height,68.5,centimeters
92011,plate,width,23.6,centimeters
92011,plate,height,32.0,centimeters
92213,plate,width,11.8,centimeters
92213,plate,height,15.9,centimeters
92994,overall,width,15.0,centimeters
92994,overall,height,20.5,centimeters
92995,overall,width,32.1,centimeters
92995,overall,height,38.6,centimeters
93008,overall,width,23.7,centimeters
93008,overall,height,30.5,centimeters
93009,overall,width,23.7,centimeters
93009,overall,height,30.5,centimeters
93010,overall,width,25.6,centimeters
93010,overall,height,38.8,centimeters
93015,overall,width,21.9,centimeters
93015,overall,height,22.5,centimeters
93019,overall,width,13.8,centimeters
93019,overall,height,9.1,centimeters
93026,overall,width,14.0,centimeters
93026,overall,height,9.0,centimeters
93027,overall,width,16.1,centimeters
93027,overall,height,17.9,centimeters
93029,overall,width,10.0,centimeters
93029,overall,height,13.6,centimeters
93031,plate,width,23.4,centimeters
93031,plate,height,26.8,centimeters
93045,overall,width,88.0,centimeters
93045,overall,height,38.0,centimeters
93046,overall,width,73.03,centimeters
93046,overall,height,59.69,centimeters
93048,overall,width,65.5,centimeters
93048,overall,height,84.3,centimeters
93054,overall,width,51.5,centimeters
93054,overall,height,62.8,centimeters
93055,overall,width,51.5,centimeters
93055,overall,height,62.8,centimeters
93066,overall,width,65.2,centimeters
93066,overall,height,50.3,centimeters
93067,overall,width,46.8,centimeters
93067,overall,height,30.5,centimeters
93719,sheet,width,24.7,centimeters
93719,sheet,height,35.3,centimeters
93918,sheet,width,23.9,centimeters
93918,sheet,height,31.9,centimeters
93920,sheet,width,30.7,centimeters
93920,sheet,height,48.7,centimeters
93921,sheet,width,100.5,centimeters
93921,sheet,height,24.6,centimeters
93926,sheet,width,24.5,centimeters
93926,sheet,height,31.8,centimeters
93927,sheet,width,24.5,centimeters
93927,sheet,height,31.8,centimeters
93928,sheet,width,28.0,centimeters
93928,sheet,height,38.6,centimeters
93929,image,width,23.7,centimeters
93929,image,height,29.3,centimeters
94896,sheet,width,15.5,centimeters
94896,sheet,height,20.0,centimeters
94897,page size,width,13.8,centimeters
94897,page size,height,18.6,centimeters
94903,overall,width,33.97,centimeters
94903,overall,height,25.4,centimeters
94906,overall,width,43.18,centimeters
94906,overall,height,27.62,centimeters
95325,overall,width,49.85,centimeters
95325,overall,height,35.24,centimeters
97289,plate,width,34.7,centimeters
97289,plate,height,27.7,centimeters
98128,plate,width,34.8,centimeters
98128,plate,height,24.7,centimeters
98169,plate,width,31.7,centimeters
98169,plate,height,24.0,centimeters
100789,overall,width,21.6,centimeters
100789,overall,height,29.1,centimeters
101776,overall,width,89.0,centimeters
101776,overall,height,115.0,centimeters
101877,sheet,width,31.7,centimeters
101877,sheet,height,20.2,centimeters
101878,sheet,width,23.9,centimeters
101878,sheet,height,14.5,centimeters
101879,image,width,11.0,centimeters
101879,image,height,13.6,centimeters
101881,image,width,17.5,centimeters
101881,image,height,13.8,centimeters
101882,image,width,11.0,centimeters
101882,image,height,14.0,centimeters
101883,image,width,11.0,centimeters
101883,image,height,15.0,centimeters
101884,image,width,15.0,centimeters
101884,image,height,11.0,centimeters
101889,image,width,10.7,centimeters
101889,image,height,14.1,centimeters
101895,image,width,11.0,centimeters
101895,image,height,13.9,centimeters
101898,image,width,10.9,centimeters
101898,image,height,14.0,centimeters
102248,plate,width,29.7,centimeters
102248,plate,height,23.8,centimeters
102249,plate,width,29.8,centimeters
102249,plate,height,23.6,centimeters
103503,image,width,17.0,centimeters
103503,image,height,23.9,centimeters
103932,sheet,width,28.1,centimeters
103932,sheet,height,36.9,centimeters
106384,overall,width,46.04,centimeters
106384,overall,height,55.25,centimeters
106828,sheet,width,21.7,centimeters
106828,sheet,height,29.6,centimeters
106925,overall,width,34.8,centimeters
106925,overall,height,60.4,centimeters
106997,overall,width,25.7,centimeters
106997,overall,height,15.8,centimeters
107328,image,width,22.6,centimeters
107328,image,height,16.5,centimeters
108310,image,width,18.9,centimeters
108310,image,height,25.3,centimeters
109875,overall,width,23.71,centimeters
109875,overall,height,27.11,centimeters
110458,plate,width,19.8,centimeters
110458,plate,height,15.8,centimeters
110459,overall,width,32.6,centimeters
110459,overall,height,46.8,centimeters
110461,plate,width,39.4,centimeters
110461,plate,height,29.9,centimeters
110875,overall,width,38.0,centimeters
110875,overall,height,38.0,centimeters
110895,overall,depth,2.54,centimeters
110895,overall,width,10.48,centimeters
110895,overall,height,19.05,centimeters
111164,plate,width,19.9,centimeters
111164,plate,height,16.7,centimeters
111165,image,width,22.2,centimeters
111165,image,height,16.0,centimeters
111361,overall,width,46.9,centimeters
111361,overall,height,142.5,centimeters
111436,overall,width,32.4,centimeters
111436,overall,height,22.4,centimeters
